Date,Date,Value,D-value,Rate,,,,
1518,,1916.3,-24.5,-0.01278505,,,,
1519,,1891.8,-24.5,-0.01295063,,,,
1520,2011/9/20,1867.3,11.4,0.00610507,,,,
1521,2011/10/20,1878.7,-17.75,-0.00944802,,,,
1522,2011/11/20,1860.95,13.9,0.0074693,,,,
1523,2011/12/20,1874.85,16.05,0.00856068,,,,
1524,11/13/20,1890.9,-1.766666667,-0.0009343,,,,
1525,,1889.133333,-1.766666667,-0.00093517,,,,
1526,,1887.366667,-1.766666667,-0.00093605,,,,
1527,11/16/20,1885.6,3.45,0.00182966,,,,
1528,11/17/20,1889.05,-12.95,-0.0068553,,,,
1529,11/18/20,1876.1,-18.75,-0.00999414,,,,
1530,11/19/20,1857.35,18.35,0.00987967,,,,
1531,11/20/20,1875.7,-11.83333333,-0.00630876,,,,
1532,,1863.866667,-11.83333333,-0.00634881,,,,
1533,,1852.033333,-11.83333333,-0.00638937,,,,
1534,11/23/20,1840.2,-40.6,-0.02206282,,,,
1535,11/24/20,1799.6,10.6,0.0058902,,,,
1536,11/25/20,1810.2,-2.8,-0.00154679,,,,
1537,11/26/20,1807.4,-28.1,-0.01554719,,,,
1538,11/27/20,1779.3,-5.583333333,-0.00313794,,,,
1539,,1773.716667,-5.583333333,-0.00314782,,,,
1540,,1768.133333,-5.583333333,-0.00315776,,,,
1541,11/30/20,1762.55,48.2,0.02734674,,,,
1542,2012/1/20,1810.75,11.85,0.00654425,,,,
1543,2012/2/20,1822.6,9.75,0.0053495,,,,
1544,2012/3/20,1832.35,10.65,0.00581221,,,,
1545,2012/4/20,1843,5.65,0.00306565,,,,
1546,,1848.65,5.65,0.00305628,,,,
1547,,1854.3,5.65,0.00304697,,,,
1548,2012/7/20,1859.95,8.2,0.00440872,,,,
1549,2012/8/20,1868.15,-26.4,-0.01413163,,,,
1550,2012/9/20,1841.75,2.6,0.0014117,,,,
1551,2012/10/20,1844.35,-2.35,-0.00127416,,,,
1552,2012/11/20,1842,-3.616666667,-0.00196345,,,,
1553,,1838.383333,-3.616666667,-0.00196731,,,,
1554,,1834.766667,-3.616666667,-0.00197119,,,,
1555,12/14/20,1831.15,19.5,0.01064905,,,,
1556,12/15/20,1850.65,1.3,0.00070246,,,,
1557,12/16/20,1851.95,38.8,0.02095089,,,,
1558,12/17/20,1890.75,-11,-0.0058178,,,,
1559,12/18/20,1879.75,0.083333333,0.00004433,,,,
1560,,1879.833333,0.083333333,0.00004433,,,,
1561,,1879.916667,0.083333333,0.00004433,,,,
1562,12/21/20,1880,-2.9,-0.00154255,,,,
1563,12/22/20,1877.1,-2.1,-0.00111875,,,,
1564,12/23/20,1875,-0.116666667,-0.00006222,,,,
1565,12/24/20,1874.883333,-0.116666667,-0.00006223,,,,
1566,,1874.766667,-0.116666667,-0.00006223,,,,
1567,,1874.65,-0.116666667,-0.00006223,,,,
1568,,1874.533333,-0.116666667,-0.00006224,,,,
1569,,1874.416667,-0.116666667,-0.00006224,,,,
1570,12/29/20,1874.3,13.3,0.00709598,,,,
1571,12/30/20,1887.6,11.12,0.00589108,,,,
1572,12/31/20,1898.72,11.12,0.00585658,,,,
1573,,1909.84,11.12,0.00582248,,,,
1574,,1920.96,11.12,0.00578877,,,,
1575,,1932.08,11.12,0.00575546,,,,
1576,2001/4/21,1943.2,-2.85,-0.00146665,,,,
1577,2001/5/21,1940.35,-8.4,-0.00432912,,,,
1578,2001/6/21,1931.95,-11.85,-0.0061337,,,,
1579,2001/7/21,1920.1,-57.2,-0.02979012,,,,
1580,2001/8/21,1862.9,-5.216666667,-0.00280029,,,,
1581,,1857.683333,-5.216666667,-0.00280816,,,,
1582,,1852.466667,-5.216666667,-0.00281607,,,,
1583,2001/11/21,1847.25,-6,-0.00324807,,,,
1584,2001/12/21,1841.25,17.6,0.00955872,,,,
1585,1/13/21,1858.85,-17.1,-0.00919924,,,,
1586,1/14/21,1841.75,-2.75,-0.00149315,,,,
1587,1/15/21,1839,-1.983333333,-0.00107848,,,,
1588,,1837.016667,-1.983333333,-0.00107965,,,,
1589,,1835.033333,-1.983333333,-0.00108082,,,,
1590,1/18/21,1833.05,1.65,0.00090014,,,,
1591,1/19/21,1834.7,21.9,0.01193656,,,,
1592,1/20/21,1856.6,5.5,0.0029624,,,,
1593,1/21/21,1862.1,-9.4,-0.00504806,,,,
1594,1/22/21,1852.7,1.383333333,0.00074666,,,,
1595,,1854.083333,1.383333333,0.0007461,,,,
1596,,1855.466667,1.383333333,0.00074554,,,,
1597,1/25/21,1856.85,-0.25,-0.00013464,,,,
1598,1/26/21,1856.6,-13.6,-0.00732522,,,,
1599,1/27/21,1843,10.7,0.00580575,,,,
1600,1/28/21,1853.7,10.1,0.00544856,,,,
1601,1/29/21,1863.8,-0.283333333,-0.00015202,,,,
1602,,1863.516667,-0.283333333,-0.00015204,,,,
1603,,1863.233333,-0.283333333,-0.00015207,,,,
1604,2002/1/21,1862.95,-29.85,-0.01602297,,,,
1605,2002/2/21,1833.1,2.35,0.00128198,,,,
1606,2002/3/21,1835.45,-49.55,-0.0269961,,,,
1607,2002/4/21,1785.9,17.05,0.00954701,,,,
1608,2002/5/21,1802.95,10.76666667,0.00597169,,,,
1609,,1813.716667,10.76666667,0.00593625,,,,
1610,,1824.483333,10.76666667,0.00590121,,,,
1611,2002/8/21,1835.25,4.35,0.00237025,,,,
1612,2002/9/21,1839.6,3.05,0.00165797,,,,
1613,2002/10/21,1842.65,-2.55,-0.00138388,,,,
1614,2002/11/21,1840.1,-23.75,-0.01290691,,,,
1615,2002/12/21,1816.35,0.316666667,0.00017434,,,,
1616,,1816.666667,0.316666667,0.00017431,,,,
1617,,1816.983333,0.316666667,0.00017428,,,,
1618,2/15/21,1817.3,-23.05,-0.01268365,,,,
1619,2/16/21,1794.25,-13.55,-0.0075519,,,,
1620,2/17/21,1780.7,-7.55,-0.00423991,,,,
1621,2/18/21,1773.15,13.05,0.00735978,,,,
1622,2/19/21,1786.2,7.083333333,0.00396559,,,,
1623,,1793.283333,7.083333333,0.00394992,,,,
1624,,1800.366667,7.083333333,0.00393438,,,,
1625,2/22/21,1807.45,-7.8,-0.00431547,,,,
1626,2/23/21,1799.65,-11.65,-0.00647348,,,,
1627,2/24/21,1788,-8.35,-0.00467002,,,,
1628,2/25/21,1779.65,-36.8,-0.02067822,,,,
1629,2/26/21,1742.85,-2.9,-0.00166394,,,,
1630,,1739.95,-2.9,-0.00166671,,,,
1631,,1737.05,-2.9,-0.0016695,,,,
1632,2003/1/21,1734.15,-10.3,-0.00593951,,,,
1633,2003/2/21,1723.85,-12.45,-0.00722221,,,,
1634,2003/3/21,1711.4,0.7,0.00040902,,,,
1635,2003/4/21,1712.1,-15.85,-0.00925764,,,,
1636,2003/5/21,1696.25,-3.066666667,-0.00180791,,,,
1637,,1693.183333,-3.066666667,-0.00181118,,,,
1638,,1690.116667,-3.066666667,-0.00181447,,,,
1639,2003/8/21,1687.05,29.85,0.01769361,,,,
1640,2003/9/21,1716.9,-0.7,-0.00040771,,,,
1641,2003/10/21,1716.2,8.05,0.0046906,,,,
1642,2003/11/21,1724.25,-19.45,-0.01128027,,,,
1643,2003/12/21,1704.8,6.283333333,0.00368567,,,,
1644,,1711.083333,6.283333333,0.00367214,,,,
1645,,1717.366667,6.283333333,0.0036587,,,,
1646,3/15/21,1723.65,11.35,0.00658486,,,,
1647,3/16/21,1735,-5.35,-0.00308357,,,,
1648,3/17/21,1729.65,-3.75,-0.00216807,,,,
1649,3/18/21,1725.9,9.3,0.00538849,,,,
1650,3/19/21,1735.2,0.316666667,0.0001825,,,,
1651,,1735.516667,0.316666667,0.00018246,,,,
1652,,1735.833333,0.316666667,0.00018243,,,,
1653,3/22/21,1736.15,-9.95,-0.00573107,,,,
1654,3/23/21,1726.2,4.3,0.00249102,,,,
1655,3/24/21,1730.5,6.8,0.0039295,,,,
1656,3/25/21,1737.3,-5.5,-0.00316583,,,,
1657,3/26/21,1731.8,-8.616666667,-0.00497556,,,,
1658,,1723.183333,-8.616666667,-0.00500044,,,,
1659,,1714.566667,-8.616666667,-0.00502557,,,,
1660,3/29/21,1705.95,-22,-0.01289604,,,,
1661,3/30/21,1683.95,7.1,0.00421628,,,,
1662,3/31/21,1691.05,35,0.0206972,,,,
1663,2004/1/21,1726.05,3.72,0.00215521,,,,
1664,,1729.77,3.72,0.00215057,,,,
1665,,1733.49,3.72,0.00214596,,,,
1666,,1737.21,3.72,0.00214136,,,,
1667,,1740.93,3.72,0.00213679,,,,
1668,2004/6/21,1744.65,-6.6,-0.00378299,,,,
1669,2004/7/21,1738.05,17.45,0.01003999,,,,
1670,2004/8/21,1755.5,-14.3,-0.00814583,,,,
1671,2004/9/21,1741.2,-2.783333333,-0.00159851,,,,
1672,,1738.416667,-2.783333333,-0.00160107,,,,
1673,,1735.633333,-2.783333333,-0.00160364,,,,
1674,2004/12/21,1732.85,15.1,0.00871397,,,,
1675,4/13/21,1747.95,-12.4,-0.00709402,,,,
1676,4/14/21,1735.55,21.65,0.01247443,,,,
1677,4/15/21,1757.2,17.25,0.00981675,,,,
1678,4/16/21,1774.45,0.016666667,0.00000939,,,,
1679,,1774.466667,0.016666667,0.00000939,,,,
1680,,1774.483333,0.016666667,0.00000939,,,,
1681,4/19/21,1774.5,3.35,0.00188786,,,,
1682,4/20/21,1777.85,20.35,0.01144641,,,,
1683,4/21/21,1798.2,-10.45,-0.00581137,,,,
1684,4/22/21,1787.75,-5.95,-0.00332821,,,,
1685,4/23/21,1781.8,-2.816666667,-0.0015808,,,,
1686,,1778.983333,-2.816666667,-0.0015833,,,,
1687,,1776.166667,-2.816666667,-0.00158581,,,,
1688,4/26/21,1773.35,10.8,0.00609017,,,,
1689,4/27/21,1784.15,-11.95,-0.00669787,,,,
1690,4/28/21,1772.2,-9.55,-0.00538878,,,,
1691,4/29/21,1762.65,5,0.00283664,,,,
1692,4/30/21,1767.65,7.525,0.00425706,,,,
1693,,1775.175,7.525,0.00423902,,,,
1694,,1782.7,7.525,0.00422113,,,,
1695,,1790.225,7.525,0.00420338,,,,
1696,2005/4/21,1797.75,-15.5,-0.00862189,,,,
1697,2005/5/21,1782.25,30.9,0.01733764,,,,
1698,2005/6/21,1813.15,23.4,0.01290572,,,,
1699,2005/7/21,1836.55,1.3,0.00070785,,,,
1700,,1837.85,1.3,0.00070735,,,,
1701,,1839.15,1.3,0.00070685,,,,
1702,2005/10/21,1840.45,-11.35,-0.00616697,,,,
1703,2005/11/21,1829.1,1.6,0.00087475,,,,
1704,2005/12/21,1830.7,-8.9,-0.00486153,,,,
1705,5/13/21,1821.8,16.3,0.0089472,,,,
1706,5/14/21,1838.1,5.2,0.00282901,,,,
1707,,1843.3,5.2,0.00282103,,,,
1708,,1848.5,5.2,0.00281309,,,,
1709,5/17/21,1853.7,13.05,0.00703997,,,,
1710,5/18/21,1866.75,21.7,0.01162448,,,,
1711,5/19/21,1888.45,-10.15,-0.00537478,,,,
1712,5/20/21,1878.3,-2.4,-0.00127775,,,,
1713,5/21/21,1875.9,1.416666667,0.00075519,,,,
1714,,1877.316667,1.416666667,0.00075462,,,,
1715,,1878.733333,1.416666667,0.00075405,,,,
1716,5/24/21,1880.15,6.85,0.00364333,,,,
1717,5/25/21,1887,12.75,0.00675676,,,,
1718,5/26/21,1899.75,-8.3,-0.004369,,,,
1719,5/27/21,1891.45,8.5,0.00449391,,,,
1720,5/28/21,1899.95,-0.15,-0.00007895,,,,
1721,,1899.8,-0.15,-0.00007896,,,,
1722,,1899.65,-0.15,-0.00007896,,,,
1723,,1899.5,-0.15,-0.00007897,,,,
1724,2006/1/21,1899.35,3.4,0.00179009,,,,
1725,2006/2/21,1902.75,-36.2,-0.0190251,,,,
1726,2006/3/21,1866.55,24.05,0.01288473,,,,
1727,2006/4/21,1890.6,-0.733333333,-0.00038788,,,,
1728,,1889.866667,-0.733333333,-0.00038803,,,,
1729,,1889.133333,-0.733333333,-0.00038819,,,,
1730,2006/7/21,1888.4,4.75,0.00251536,,,,
1731,2006/8/21,1893.15,1.45,0.00076592,,,,
1732,2006/9/21,1894.6,-5.95,-0.0031405,,,,
1733,2006/10/21,1888.65,-7.6,-0.00402404,,,,
1734,2006/11/21,1881.05,-5.15,-0.00273783,,,,
1735,,1875.9,-5.15,-0.00274535,,,,
1736,,1870.75,-5.15,-0.00275291,,,,
1737,6/14/21,1865.6,-0.5,-0.00026801,,,,
1738,6/15/21,1865.1,-4.35,-0.00233231,,,,
1739,6/16/21,1860.75,-82.05,-0.04409512,,,,
1740,6/17/21,1778.7,-5.6,-0.00314837,,,,
1741,6/18/21,1773.1,0.65,0.00036659,,,,
1742,,1773.75,0.65,0.00036646,,,,
1743,,1774.4,0.65,0.00036632,,,,
1744,6/21/21,1775.05,0,0,,,,
1745,6/22/21,1775.05,16.55,0.00932368,,,,
1746,6/23/21,1791.6,-6.75,-0.00376758,,,,
1747,6/24/21,1784.85,1.8,0.00100849,,,,
1748,6/25/21,1786.65,-2.116666667,-0.00118471,,,,
1749,,1784.533333,-2.116666667,-0.00118612,,,,
1750,,1782.416667,-2.116666667,-0.00118753,,,,
1751,6/28/21,1780.3,-24.85,-0.01395832,,,,
1752,6/29/21,1755.45,7.7,0.00438634,,,,
1753,6/30/21,1763.15,18.35,0.01040751,,,,
1754,2007/1/21,1781.5,4.65,0.00261016,,,,
1755,2007/2/21,1786.15,1.733333333,0.00097043,,,,
1756,,1787.883333,1.733333333,0.00096949,,,,
1757,,1789.616667,1.733333333,0.00096855,,,,
1758,2007/5/21,1791.35,18.5,0.01032741,,,,
1759,2007/6/21,1809.85,-5.2,-0.00287317,,,,
1760,2007/7/21,1804.65,3.05,0.00169008,,,,
1761,2007/8/21,1807.7,-1.7,-0.00094042,,,,
1762,2007/9/21,1806,-4.533333333,-0.00251015,,,,
1763,,1801.466667,-4.533333333,-0.00251647,,,,
1764,,1796.933333,-4.533333333,-0.00252282,,,,
1765,2007/12/21,1792.4,21.45,0.01196719,,,,
1766,7/13/21,1813.85,9.35,0.00515478,,,,
1767,7/14/21,1823.2,0.55,0.00030167,,,,
1768,7/15/21,1823.75,0.55,0.00030158,,,,
1769,7/16/21,1824.3,-3.133333333,-0.00171755,,,,
1770,,1821.166667,-3.133333333,-0.00172051,,,,
1771,,1818.033333,-3.133333333,-0.00172347,,,,
1772,7/19/21,1814.9,8.15,0.00449061,,,,
1773,7/20/21,1823.05,-20.9,-0.0114643,,,,
1774,7/21/21,1802.15,-2.7,-0.00149821,,,,
1775,7/22/21,1799.45,0.15,0.00008336,,,,
1776,7/23/21,1799.6,0.2,0.00011114,,,,
1777,,1799.8,0.2,0.00011112,,,,
1778,,1800,0.2,0.00011111,,,,
1779,7/26/21,1800.2,0.15,0.00008332,,,,
1780,7/27/21,1800.35,-3.75,-0.00208293,,,,
1781,7/28/21,1796.6,32.7,0.01820105,,,,
1782,7/29/21,1829.3,-3.55,-0.00194063,,,,
1783,7/30/21,1825.75,-4.766666667,-0.0026108,,,,
1784,,1820.983333,-4.766666667,-0.00261763,,,,
1785,,1816.216667,-4.766666667,-0.0026245,,,,
1786,2008/2/21,1811.45,1.2,0.00066245,,,,
1787,2008/3/21,1812.65,16.45,0.00907511,,,,
1788,2008/4/21,1829.1,-28.35,-0.01549943,,,,
1789,2008/5/21,1800.75,-37.85,-0.02101902,,,,
1790,2008/6/21,1762.9,-8.016666667,-0.00454743,,,,
1791,,1754.883333,-8.016666667,-0.0045682,,,,
1792,,1746.866667,-8.016666667,-0.00458917,,,,
1793,2008/9/21,1738.85,-15.5,-0.00891394,,,,
1794,2008/10/21,1723.35,20.25,0.01175037,,,,
1795,2008/11/21,1743.6,3.8,0.0021794,,,,
1796,2008/12/21,1747.4,26.45,0.01513677,,,,
1797,8/13/21,1773.85,4.166666667,0.00234894,,,,
1798,,1778.016667,4.166666667,0.00234344,,,,
1799,,1782.183333,4.166666667,0.00233796,,,,
1800,8/16/21,1786.35,3.1,0.00173538,,,,
1801,8/17/21,1789.45,-6,-0.00335299,,,,
1802,8/18/21,1783.45,-1.4,-0.000785,,,,
1803,8/19/21,1782.05,-3,-0.00168345,,,,
1804,8/20/21,1779.05,7.65,0.00430005,,,,
1805,,1786.7,7.65,0.00428164,,,,
1806,,1794.35,7.65,0.00426338,,,,
1807,8/23/21,1802,6.45,0.00357936,,,,
1808,8/24/21,1808.45,-19.75,-0.01092095,,,,
1809,8/25/21,1788.7,-2.1,-0.00117404,,,,
1810,8/26/21,1786.6,11.9,0.0066607,,,,
1811,8/27/21,1798.5,4.0875,0.00227273,,,,
1812,,1802.5875,4.0875,0.00226757,,,,
1813,,1806.675,4.0875,0.00226244,,,,
1814,,1810.7625,4.0875,0.00225734,,,,
1815,8/31/21,1814.85,-3.05,-0.00168058,,,,
1816,2009/1/21,1811.8,0.75,0.00041395,,,,
1817,2009/2/21,1812.55,11.15,0.00615155,,,,
1818,2009/3/21,1823.7,-0.7,-0.00038384,,,,
1819,,1823,-0.7,-0.00038398,,,,
1820,,1822.3,-0.7,-0.00038413,,,,
1821,2009/6/21,1821.6,-19.45,-0.01067743,,,,
1822,2009/7/21,1802.15,-16.15,-0.00896152,,,,
1823,2009/8/21,1786,2.25,0.0012598,,,,
1824,2009/9/21,1788.25,6.35,0.00355096,,,,
1825,2009/10/21,1794.6,-1794.6,-1,,,,
