Date,Date,Value,D-value,Rate
1598,1/26/21,32243.26,298.54,0.00925899 
1599,1/27/21,32541.8,-2122.63,-0.06522780 
1600,1/28/21,30419.17,2984,0.09809604 
1601,1/29/21,33403.17,911.09,0.02727555 
1602,1/30/21,34314.26,3.84,0.00011191 
1603,1/31/21,34318.1,-1181.64,-0.03443198 
1604,2002/1/21,33136.46,386.44,0.01166208 
1605,2002/2/21,33522.9,2006.76,0.05986236 
1606,2002/3/21,35529.66,2146.59,0.06041685 
1607,2002/4/21,37676.25,-674.16,-0.01789350 
1608,2002/5/21,37002.09,1276.52,0.03449859 
1609,2002/6/21,38278.61,1044.65,0.02729070 
1610,2002/7/21,39323.26,-395.16,-0.01004901 
1611,2002/8/21,38928.1,7436.2,0.19102396 
1612,2002/9/21,46364.3,225.28,0.00485891 
1613,2002/10/21,46589.58,-1711.41,-0.03673375 
1614,2002/11/21,44878.17,3135.21,0.06986047 
1615,2002/12/21,48013.38,-541.98,-0.01128810 
1616,2/13/21,47471.4,-286.21,-0.00602910 
1617,2/14/21,47185.19,1535.18,0.03253521 
1618,2/15/21,48720.37,-768.52,-0.01577410 
1619,2/16/21,47951.85,1208.25,0.02519715 
1620,2/17/21,49160.1,2958.13,0.06017339 
1621,2/18/21,52118.23,-510.08,-0.00978698 
1622,2/19/21,51608.15,4308.35,0.08348197 
1623,2/20/21,55916.5,84.7,0.00151476 
1624,2/21/21,56001.2,1486.66,0.02654693 
1625,2/22/21,57487.86,-3364.46,-0.05852470 
1626,2/23/21,54123.4,-5242.97,-0.09687067 
1627,2/24/21,48880.43,1744.41,0.03568729 
1628,2/25/21,50624.84,-3824.42,-0.07554434 
1629,2/26/21,46800.42,-460.11,-0.00983132 
1630,2/27/21,46340.31,-184.44,-0.00398012 
1631,2/28/21,46155.87,-1041.95,-0.02257459 
1632,2003/1/21,45113.92,4504.51,0.09984745 
1633,2003/2/21,49618.43,-1262.39,-0.02544196 
1634,2003/3/21,48356.04,2121.66,0.04387580 
1635,2003/4/21,50477.7,-2028.79,-0.04019181 
1636,2003/5/21,48448.91,412.47,0.00851350 
1637,2003/6/21,48861.38,20.21,0.00041362 
1638,2003/7/21,48881.59,2288.11,0.04680924 
1639,2003/8/21,51169.7,1129.63,0.02207615 
1640,2003/9/21,52299.33,2582.19,0.04937329 
1641,2003/10/21,54881.52,1115.71,0.02032943 
1642,2003/11/21,55997.23,1766.77,0.03155102 
1643,2003/12/21,57764,-510.72,-0.00884149 
1644,3/13/21,57253.28,4005.45,0.06996018 
1645,3/14/21,61258.73,-2125.26,-0.03469318 
1646,3/15/21,59133.47,-3378.75,-0.05713769 
1647,3/16/21,55754.72,1117.66,0.02004602 
1648,3/17/21,56872.38,2040.62,0.03588069 
1649,3/18/21,58913,-1247.1,-0.02116850 
1650,3/19/21,57665.9,409.2,0.00709605 
1651,3/20/21,58075.1,10.7,0.00018424 
1652,3/21/21,58085.8,-674.63,-0.01161437 
1653,3/22/21,57411.17,-3206.21,-0.05584645 
1654,3/23/21,54204.96,272.5,0.00502722 
1655,3/24/21,54477.46,-1969.23,-0.03614761 
1656,3/25/21,52508.23,-1092.31,-0.02080264 
1657,3/26/21,51415.92,3658.55,0.07115598 
1658,3/27/21,55074.47,789.46,0.01433441 
1659,3/28/21,55863.93,-80.22,-0.00143599 
1660,3/29/21,55783.71,1843.96,0.03305553 
1661,3/30/21,57627.67,1102.46,0.01913074 
1662,3/31/21,58730.13,5.12,0.00008718 
1663,2004/1/21,58735.25,1.67,0.00002843 
1664,2004/2/21,58736.92,294.4,0.00501218 
1665,2004/3/21,59031.32,-1954.83,-0.03311513 
1666,2004/4/21,57076.49,1130.06,0.01979905 
1667,2004/5/21,58206.55,847.55,0.01456108 
1668,2004/6/21,59054.1,-1033.64,-0.01750327 
1669,2004/7/21,58020.46,-2073.19,-0.03573205 
1670,2004/8/21,55947.27,2101.32,0.03755894 
1671,2004/9/21,58048.59,53.99,0.00093008 
1672,2004/10/21,58102.58,1671.42,0.02876671 
1673,2004/11/21,59774,190.87,0.00319319 
1674,2004/12/21,59964.87,-130.13,-0.00217010 
1675,4/13/21,59834.74,3719.7,0.06216623 
1676,4/14/21,63554.44,-585.32,-0.00920974 
1677,4/15/21,62969.12,283.51,0.00450237 
1678,4/16/21,63252.63,-1796.65,-0.02840435 
1679,4/17/21,61455.98,-1368.89,-0.02227432 
1680,4/18/21,60087.09,-3835.61,-0.06383418 
1681,4/19/21,56251.48,-548.34,-0.00974801 
1682,4/20/21,55703.14,804.77,0.01444748 
1683,4/21/21,56507.91,-2699.11,-0.04776517 
1684,4/22/21,53808.8,-2077.09,-0.03860131 
1685,4/23/21,51731.71,-578.58,-0.01118424 
1686,4/24/21,51153.13,-1042.6,-0.02038194 
1687,4/25/21,50110.53,-1034.95,-0.02065334 
1688,4/26/21,49075.58,4981.06,0.10149773 
1689,4/27/21,54056.64,1014.82,0.01877327 
1690,4/28/21,55071.46,-187.36,-0.00340213 
1691,4/29/21,54884.1,-1299.95,-0.02368537 
1692,4/30/21,53584.15,4212.47,0.07861411 
1693,2005/1/21,57796.62,60.88,0.00105335 
1694,2005/2/21,57857.5,-1247.04,-0.02155364 
1695,2005/3/21,56610.46,602.87,0.01064945 
1696,2005/4/21,57213.33,-3971.61,-0.06941756 
1697,2005/5/21,53241.72,4231.51,0.07947733 
1698,2005/6/21,57473.23,-1045.07,-0.01818360 
1699,2005/7/21,56428.16,952.11,0.01687296 
1700,2005/8/21,57380.27,1548.54,0.02698733 
1701,2005/9/21,58928.81,-648.08,-0.01099768 
1702,2005/10/21,58280.73,-2397.23,-0.04113246 
1703,2005/11/21,55883.5,866.5,0.01550547 
1704,2005/12/21,56750,-7742.91,-0.13643894 
1705,5/13/21,49007.09,695.18,0.01418529 
1706,5/14/21,49702.27,220.25,0.00443139 
1707,5/15/21,49922.52,-3185.94,-0.06381769 
1708,5/16/21,46736.58,-294.94,-0.00631069 
1709,5/17/21,46441.64,-2845.4,-0.06126829 
1710,5/18/21,43596.24,-684.05,-0.01569057 
1711,5/19/21,42912.19,-5947.92,-0.13860677 
1712,5/20/21,36964.27,3820.05,0.10334439 
1713,5/21/21,40784.32,-3503.97,-0.08591464 
1714,5/22/21,37280.35,247.95,0.00665096 
1715,5/23/21,37528.3,-2773.76,-0.07391116 
1716,5/24/21,34754.54,3974.05,0.11434621 
1717,5/25/21,38728.59,-318.09,-0.00821331 
1718,5/26/21,38410.5,855.54,0.02227360 
1719,5/27/21,39266.04,-820.75,-0.02090229 
1720,5/28/21,38445.29,-2755.67,-0.07167770 
1721,5/29/21,35689.62,-1041.95,-0.02919476 
1722,5/30/21,34647.67,1036.92,0.02992755 
1723,5/31/21,35684.59,1625.95,0.04556449 
1724,2006/1/21,37310.54,-647.9,-0.01736507 
1725,2006/2/21,36662.64,922.6,0.02516458 
1726,2006/3/21,37585.24,1603.35,0.04265903 
1727,2006/4/21,39188.59,-2303.08,-0.05876915 
1728,2006/5/21,36885.51,-1355.13,-0.03673882 
1729,2006/6/21,35530.38,285.79,0.00804354 
1730,2006/7/21,35816.17,-2301.3,-0.06425310 
1731,2006/8/21,33514.87,-64.68,-0.00192989 
1732,2006/9/21,33450.19,3888.17,0.11623761 
1733,2006/10/21,37338.36,-633.79,-0.01697423 
1734,2006/11/21,36704.57,608.61,0.01658131 
1735,2006/12/21,37313.18,-1818.28,-0.04873023 
1736,6/13/21,35494.9,3571.92,0.10063192 
1737,6/14/21,39066.82,1458.98,0.03734576 
1738,6/15/21,40525.8,-337.24,-0.00832161 
1739,6/16/21,40188.56,-1863.69,-0.04637364 
1740,6/17/21,38324.87,-256.83,-0.00670139 
1741,6/18/21,38068.04,-2338.22,-0.06142213 
1742,6/19/21,35729.82,-205.65,-0.00575570 
1743,6/20/21,35524.17,68.18,0.00191926 
1744,6/21/21,35592.35,-3905.8,-0.10973706 
1745,6/22/21,31686.55,761.04,0.02401776 
1746,6/23/21,32447.59,1227.07,0.03781698 
1747,6/24/21,33674.66,964.72,0.02864825 
1748,6/25/21,34639.38,-2998.8,-0.08657199 
1749,6/26/21,31640.58,520.33,0.01644502 
1750,6/27/21,32160.91,2483.54,0.07722232 
1751,6/28/21,34644.45,-187.78,-0.00542020 
1752,6/29/21,34456.67,1391.03,0.04037041 
1753,6/30/21,35847.7,-800.34,-0.02232612 
1754,2007/1/21,35047.36,-1510.48,-0.04309825 
1755,2007/2/21,33536.88,319.98,0.00954114 
1756,2007/3/21,33856.86,832.12,0.02457759 
1757,2007/4/21,34688.98,620.32,0.01788234 
1758,2007/5/21,35309.3,-1561.33,-0.04421866 
1759,2007/6/21,33747.97,463.04,0.01372053 
1760,2007/7/21,34211.01,-371.97,-0.01087282 
1761,2007/8/21,33839.04,-961.63,-0.02841777 
1762,2007/9/21,32877.41,941.11,0.02862482 
1763,2007/10/21,33818.52,-302.95,-0.00895811 
1764,2007/11/21,33515.57,712.07,0.02124595 
1765,2007/12/21,34227.64,-1069.39,-0.03124346 
1766,7/13/21,33158.25,-471.69,-0.01422542 
1767,7/14/21,32686.56,128.05,0.00391751 
1768,7/15/21,32814.61,-1076.02,-0.03279088 
1769,7/16/21,31738.59,-317.34,-0.00999855 
1770,7/17/21,31421.25,99.41,0.00316378 
1771,7/18/21,31520.66,262.83,0.00833834 
1772,7/19/21,31783.49,-967.55,-0.03044191 
1773,7/20/21,30815.94,-1025.7,-0.03328472 
1774,7/21/21,29790.24,2327.82,0.07814036 
1775,7/22/21,32118.06,179.83,0.00559903 
1776,7/23/21,32297.89,1283.74,0.03974687 
1777,7/24/21,33581.63,697.71,0.02077654 
1778,7/25/21,34279.34,1085.86,0.03167681 
1779,7/26/21,35365.2,1952.94,0.05522208 
1780,7/27/21,37318.14,2087.81,0.05594625 
1781,7/28/21,39405.95,596.58,0.01513934 
1782,7/29/21,40002.53,3.4,0.00008499 
1783,7/30/21,40005.93,2208.22,0.05519732 
1784,7/31/21,42214.15,-555.09,-0.01314938 
1785,2008/1/21,41659.06,-1658.6,-0.03981367 
1786,2008/2/21,40000.46,-806.52,-0.02016277 
1787,2008/3/21,39193.94,-1055.94,-0.02694141 
1788,2008/4/21,38138,1612.14,0.04227123 
1789,2008/5/21,39750.14,1131.86,0.02847437 
1790,2008/6/21,40882,1943.95,0.04755027 
1791,2008/7/21,42825.95,1808.18,0.04222160 
1792,2008/8/21,44634.13,-817.99,-0.01832656 
1793,2008/9/21,43816.14,2517.32,0.05745189 
1794,2008/10/21,46333.46,-725.09,-0.01564938 
1795,2008/11/21,45608.37,3.09,0.00006775 
1796,2008/12/21,45611.46,-1193.68,-0.02617062 
1797,8/13/21,44417.78,3416.2,0.07691064 
1798,8/14/21,47833.98,-721.79,-0.01508948 
1799,8/15/21,47112.19,-55.78,-0.00118398 
1800,8/16/21,47056.41,-1073.86,-0.02282070 
1801,8/17/21,45982.55,-1333.98,-0.02901057 
1802,8/18/21,44648.57,129.29,0.00289573 
1803,8/19/21,44777.86,1956.79,0.04369994 
1804,8/20/21,46734.65,2593.1,0.05548560 
1805,8/21/21,49327.75,-395.73,-0.00802246 
1806,8/22/21,48932.02,403.66,0.00824940 
1807,8/23/21,49335.68,187.82,0.00380698 
1808,8/24/21,49523.5,-1778.92,-0.03592072 
1809,8/25/21,47744.58,1227.51,0.02570993 
1810,8/26/21,48972.09,-2009.29,-0.04102929 
1811,8/27/21,46962.8,2094.06,0.04458976 
1812,8/28/21,49056.86,-159.21,-0.00324542 
1813,8/29/21,48897.65,-90.87,-0.00185837 
1814,8/30/21,48806.78,-1732.01,-0.03548708 
1815,8/31/21,47074.77,81.1,0.00172279 
1816,2009/1/21,47155.87,1706.89,0.03619677 
1817,2009/2/21,48862.76,466.25,0.00954203 
1818,2009/3/21,49329.01,706.32,0.01431855 
1819,2009/4/21,50035.33,-87.95,-0.00175776 
1820,2009/5/21,49947.38,1821.68,0.03647198 
1821,2009/6/21,51769.06,908.34,0.01754600 
1822,2009/7/21,52677.4,-5868.23,-0.11139939 
1823,2009/8/21,46809.17,-730.79,-0.01561211 
1824,2009/9/21,46078.38,290.31,0.00630035 
1825,2009/10/21,46368.69,-46368.69,-1.00000000 
